47.374422,8.547754
47.376039,8.546993
47.376617,8.548700
47.377791,8.548234
47.376518,8.548671
47.375583,8.548599
47.377565,8.548322
47.376544,8.548738
47.377241,8.547428
47.373675,8.528896
47.373250,8.529125
47.373504,8.528905
47.373311,8.528451
47.377012,8.539346
47.377960,8.537114
47.378114,8.541673
47.378016,8.541591
47.378698,8.539910
47.377295,8.541748
47.377616,8.542033
47.377306,8.541590
47.376981,8.536975
47.376946,8.536828
47.376892,8.536880
47.376999,8.536922
47.377533,8.543184
47.376111,8.539499
47.376809,8.543645
47.376804,8.544201
47.376558,8.543600
47.376639,8.543536
47.376557,8.543693
47.376575,8.543693
47.377247,8.543933
47.376966,8.544125
47.373289,8.538249
47.380191,8.542749
47.375996,8.537471
47.380202,8.548152
47.380355,8.548195
47.380113,8.548071
47.380499,8.548105
47.380104,8.548031
47.376338,8.534565
47.376116,8.534308
47.379945,8.527898
47.378322,8.530249
47.378521,8.530054
47.374144,8.542994
47.375878,8.540329
47.374408,8.540762
47.376627,8.548568
47.375878,8.540329
47.376993,8.539464
47.374958,8.538800
47.374958,8.538800
47.375867,8.543414
47.375991,8.543628
47.377245,8.538529
47.372637,8.547451
47.372923,8.547484
47.376981,8.536948
47.372754,8.547242
47.375589,8.537648
47.372864,8.528151
47.379218,8.538146
47.377234,8.544329
47.373272,8.528742
47.377284,8.548581
47.372907,8.528310
47.376299,8.548971
47.378559,8.540358
47.380121,8.548203
47.379845,8.537550
47.377229,8.543919
47.376148,8.548849
47.373474,8.529235
47.376655,8.543814
47.373601,8.530307
47.376730,8.543498
47.380298,8.542817
47.373298,8.538303
47.378835,8.545303
47.377488,8.543169
47.372998,8.547287
47.376801,8.543539
47.380096,8.537661
47.372863,8.529197
47.379769,8.537407
47.376079,8.537460
47.379887,8.542531
47.376824,8.544188
47.378060,8.541698
47.377348,8.538995
47.372861,8.538274
47.376867,8.540429
47.379526,8.527519
47.380295,8.544075
47.377012,8.539346
47.380071,8.544031
47.376039,8.546993
47.377012,8.539346
47.376268,8.534364
47.376639,8.540650
47.376919,8.536854
47.377209,8.543177
47.377324,8.539617
47.379688,8.527496
47.379594,8.527944
47.377204,8.547467
47.376477,8.543586
47.373750,8.542748
47.372903,8.538215
47.379144,8.545005
47.380071,8.544031
47.376029,8.533936
47.376883,8.543448
47.375969,8.539338
47.380295,8.544075
47.375836,8.537163
47.376822,8.544175
47.376873,8.543541
47.376913,8.544084
47.377080,8.539771
47.376540,8.544527
47.377296,8.541669
